,filename,bounding_boxes
404,..\MarioNet64_Color\frame_2713.jpg,"[(307, 56, 246, 325)]"
405,..\MarioNet64_Color\frame_2713.jpg,[0]
406,..\MarioNet64_Color\frame_2714.jpg,"[(306, 54, 250, 327)]"
407,..\MarioNet64_Color\frame_2714.jpg,[0]
408,..\MarioNet64_Color\frame_2715.jpg,"[(306, 54, 250, 327)]"
409,..\MarioNet64_Color\frame_2715.jpg,[0]
410,..\MarioNet64_Color\frame_2716.jpg,"[(306, 52, 252, 329)]"
411,..\MarioNet64_Color\frame_2716.jpg,[0]
412,..\MarioNet64_Color\frame_2717.jpg,"[(306, 52, 252, 329)]"
413,..\MarioNet64_Color\frame_2717.jpg,[0]
414,..\MarioNet64_Color\frame_2718.jpg,"[(305, 49, 254, 332)]"
415,..\MarioNet64_Color\frame_2718.jpg,[0]
416,..\MarioNet64_Color\frame_2719.jpg,"[(305, 49, 254, 332)]"
417,..\MarioNet64_Color\frame_2719.jpg,[0]
418,..\MarioNet64_Color\frame_2720.jpg,"[(304, 46, 257, 335)]"
419,..\MarioNet64_Color\frame_2720.jpg,[0]
420,..\MarioNet64_Color\frame_2721.jpg,"[(304, 46, 257, 335)]"
421,..\MarioNet64_Color\frame_2721.jpg,[0]
422,..\MarioNet64_Color\frame_2722.jpg,"[(303, 43, 261, 338)]"
423,..\MarioNet64_Color\frame_2722.jpg,[0]
424,..\MarioNet64_Color\frame_2723.jpg,"[(303, 43, 261, 338)]"
425,..\MarioNet64_Color\frame_2723.jpg,[0]
426,..\MarioNet64_Color\frame_2724.jpg,"[(302, 41, 264, 340)]"
427,..\MarioNet64_Color\frame_2724.jpg,[0]
428,..\MarioNet64_Color\frame_2725.jpg,"[(302, 41, 264, 340)]"
429,..\MarioNet64_Color\frame_2725.jpg,[0]
430,..\MarioNet64_Color\frame_2726.jpg,"[(301, 37, 266, 344)]"
431,..\MarioNet64_Color\frame_2726.jpg,[0]
432,..\MarioNet64_Color\frame_2727.jpg,"[(301, 37, 266, 344)]"
433,..\MarioNet64_Color\frame_2727.jpg,[0]
434,..\MarioNet64_Color\frame_2728.jpg,"[(299, 34, 269, 347)]"
435,..\MarioNet64_Color\frame_2728.jpg,[0]
436,..\MarioNet64_Color\frame_2729.jpg,"[(299, 34, 269, 347)]"
437,..\MarioNet64_Color\frame_2729.jpg,[0]
438,..\MarioNet64_Color\frame_2730.jpg,"[(298, 32, 271, 349)]"
439,..\MarioNet64_Color\frame_2730.jpg,[0]
440,..\MarioNet64_Color\frame_2731.jpg,"[(298, 32, 271, 349)]"
441,..\MarioNet64_Color\frame_2731.jpg,[0]
442,..\MarioNet64_Color\frame_2732.jpg,"[(297, 27, 272, 354)]"
443,..\MarioNet64_Color\frame_2732.jpg,[0]
444,..\MarioNet64_Color\frame_2733.jpg,"[(297, 27, 272, 354)]"
445,..\MarioNet64_Color\frame_2733.jpg,[0]
446,..\MarioNet64_Color\frame_2734.jpg,"[(296, 25, 272, 356)]"
447,..\MarioNet64_Color\frame_2734.jpg,[0]
448,..\MarioNet64_Color\frame_2735.jpg,"[(296, 25, 272, 356)]"
449,..\MarioNet64_Color\frame_2735.jpg,[0]
450,..\MarioNet64_Color\frame_2736.jpg,"[(296, 24, 272, 357)]"
451,..\MarioNet64_Color\frame_2736.jpg,[0]
452,..\MarioNet64_Color\frame_2737.jpg,"[(296, 24, 272, 357)]"
453,..\MarioNet64_Color\frame_2737.jpg,[0]
454,..\MarioNet64_Color\frame_2738.jpg,"[(296, 24, 272, 357)]"
455,..\MarioNet64_Color\frame_2738.jpg,[0]
456,..\MarioNet64_Color\frame_2739.jpg,"[(296, 24, 271, 357)]"
457,..\MarioNet64_Color\frame_2739.jpg,[0]
458,..\MarioNet64_Color\frame_2740.jpg,"[(296, 23, 271, 358)]"
459,..\MarioNet64_Color\frame_2740.jpg,[0]
460,..\MarioNet64_Color\frame_2741.jpg,"[(296, 23, 271, 358)]"
461,..\MarioNet64_Color\frame_2741.jpg,[0]
462,..\MarioNet64_Color\frame_2742.jpg,"[(296, 20, 269, 361)]"
463,..\MarioNet64_Color\frame_2742.jpg,[0]
464,..\MarioNet64_Color\frame_2743.jpg,"[(296, 20, 269, 361)]"
465,..\MarioNet64_Color\frame_2743.jpg,[0]
466,..\MarioNet64_Color\frame_2744.jpg,"[(296, 20, 267, 361)]"
467,..\MarioNet64_Color\frame_2744.jpg,[0]
468,..\MarioNet64_Color\frame_2745.jpg,"[(296, 20, 267, 361)]"
469,..\MarioNet64_Color\frame_2745.jpg,[0]
470,..\MarioNet64_Color\frame_2746.jpg,"[(297, 20, 265, 361)]"
471,..\MarioNet64_Color\frame_2746.jpg,[0]
472,..\MarioNet64_Color\frame_2747.jpg,"[(297, 20, 265, 361)]"
473,..\MarioNet64_Color\frame_2747.jpg,[0]
474,..\MarioNet64_Color\frame_2748.jpg,"[(298, 20, 263, 361)]"
475,..\MarioNet64_Color\frame_2748.jpg,[0]
476,..\MarioNet64_Color\frame_2749.jpg,"[(298, 20, 263, 361)]"
477,..\MarioNet64_Color\frame_2749.jpg,[0]
478,..\MarioNet64_Color\frame_2750.jpg,"[(300, 20, 261, 361)]"
479,..\MarioNet64_Color\frame_2750.jpg,[0]
480,..\MarioNet64_Color\frame_2751.jpg,"[(299, 20, 262, 361)]"
481,..\MarioNet64_Color\frame_2751.jpg,[0]
482,..\MarioNet64_Color\frame_2752.jpg,"[(301, 20, 259, 361)]"
483,..\MarioNet64_Color\frame_2752.jpg,[0]
484,..\MarioNet64_Color\frame_2753.jpg,"[(301, 20, 259, 361)]"
485,..\MarioNet64_Color\frame_2753.jpg,[0]
486,..\MarioNet64_Color\frame_2754.jpg,"[(303, 19, 256, 362)]"
487,..\MarioNet64_Color\frame_2754.jpg,[0]
488,..\MarioNet64_Color\frame_2755.jpg,"[(303, 19, 256, 362)]"
489,..\MarioNet64_Color\frame_2755.jpg,[0]
490,..\MarioNet64_Color\frame_2756.jpg,"[(304, 19, 254, 362)]"
491,..\MarioNet64_Color\frame_2756.jpg,[0]
492,..\MarioNet64_Color\frame_2757.jpg,"[(304, 19, 254, 362)]"
493,..\MarioNet64_Color\frame_2757.jpg,[0]
494,..\MarioNet64_Color\frame_2758.jpg,"[(305, 19, 253, 362)]"
495,..\MarioNet64_Color\frame_2758.jpg,[0]
496,..\MarioNet64_Color\frame_2759.jpg,"[(305, 19, 253, 362)]"
497,..\MarioNet64_Color\frame_2759.jpg,[0]
498,..\MarioNet64_Color\frame_2760.jpg,"[(307, 20, 249, 361)]"
499,..\MarioNet64_Color\frame_2760.jpg,[0]
500,..\MarioNet64_Color\frame_2761.jpg,"[(307, 20, 249, 361)]"
501,..\MarioNet64_Color\frame_2761.jpg,[0]
502,..\MarioNet64_Color\frame_2762.jpg,"[(308, 20, 246, 361)]"
503,..\MarioNet64_Color\frame_2762.jpg,[0]
504,..\MarioNet64_Color\frame_2763.jpg,"[(308, 20, 246, 361)]"
505,..\MarioNet64_Color\frame_2763.jpg,[0]
506,..\MarioNet64_Color\frame_2764.jpg,"[(310, 20, 242, 361)]"
507,..\MarioNet64_Color\frame_2764.jpg,[0]
508,..\MarioNet64_Color\frame_2765.jpg,"[(310, 21, 242, 360)]"
509,..\MarioNet64_Color\frame_2765.jpg,[0]
510,..\MarioNet64_Color\frame_2766.jpg,"[(311, 20, 238, 361)]"
511,..\MarioNet64_Color\frame_2766.jpg,[0]
512,..\MarioNet64_Color\frame_2767.jpg,"[(311, 20, 238, 361)]"
513,..\MarioNet64_Color\frame_2767.jpg,[0]
514,..\MarioNet64_Color\frame_2768.jpg,"[(310, 19, 237, 362)]"
515,..\MarioNet64_Color\frame_2768.jpg,[0]
516,..\MarioNet64_Color\frame_2769.jpg,"[(310, 19, 237, 362)]"
517,..\MarioNet64_Color\frame_2769.jpg,[0]
518,..\MarioNet64_Color\frame_2770.jpg,"[(310, 18, 234, 363)]"
519,..\MarioNet64_Color\frame_2770.jpg,[0]
520,..\MarioNet64_Color\frame_2771.jpg,"[(310, 18, 234, 363)]"
521,..\MarioNet64_Color\frame_2771.jpg,[0]
522,..\MarioNet64_Color\frame_2772.jpg,"[(308, 19, 234, 362)]"
523,..\MarioNet64_Color\frame_2772.jpg,[0]
524,..\MarioNet64_Color\frame_2773.jpg,"[(308, 19, 234, 362)]"
525,..\MarioNet64_Color\frame_2773.jpg,[0]
526,..\MarioNet64_Color\frame_2774.jpg,"[(307, 18, 231, 363)]"
527,..\MarioNet64_Color\frame_2774.jpg,[0]
528,..\MarioNet64_Color\frame_2775.jpg,"[(307, 18, 231, 363)]"
529,..\MarioNet64_Color\frame_2775.jpg,[0]
530,..\MarioNet64_Color\frame_2776.jpg,"[(306, 18, 229, 363)]"
531,..\MarioNet64_Color\frame_2776.jpg,[0]
532,..\MarioNet64_Color\frame_2777.jpg,"[(306, 18, 229, 363)]"
533,..\MarioNet64_Color\frame_2777.jpg,[0]
534,..\MarioNet64_Color\frame_2778.jpg,"[(306, 19, 227, 362)]"
535,..\MarioNet64_Color\frame_2778.jpg,[0]
536,..\MarioNet64_Color\frame_2779.jpg,"[(306, 19, 227, 362)]"
537,..\MarioNet64_Color\frame_2779.jpg,[0]
538,..\MarioNet64_Color\frame_2780.jpg,"[(305, 20, 223, 361)]"
539,..\MarioNet64_Color\frame_2780.jpg,[0]
540,..\MarioNet64_Color\frame_2781.jpg,"[(305, 20, 223, 361)]"
541,..\MarioNet64_Color\frame_2781.jpg,[0]
542,..\MarioNet64_Color\frame_2782.jpg,"[(303, 19, 219, 362)]"
543,..\MarioNet64_Color\frame_2782.jpg,[0]
544,..\MarioNet64_Color\frame_2783.jpg,"[(303, 19, 219, 362)]"
545,..\MarioNet64_Color\frame_2783.jpg,[0]
546,..\MarioNet64_Color\frame_2784.jpg,"[(302, 21, 215, 360)]"
547,..\MarioNet64_Color\frame_2784.jpg,[0]
548,..\MarioNet64_Color\frame_2785.jpg,"[(302, 21, 215, 360)]"
549,..\MarioNet64_Color\frame_2785.jpg,[0]
550,..\MarioNet64_Color\frame_2786.jpg,"[(303, 24, 211, 357)]"
551,..\MarioNet64_Color\frame_2786.jpg,[0]
552,..\MarioNet64_Color\frame_2787.jpg,"[(303, 24, 211, 357)]"
553,..\MarioNet64_Color\frame_2787.jpg,[0]
554,..\MarioNet64_Color\frame_2788.jpg,"[(303, 25, 208, 356)]"
555,..\MarioNet64_Color\frame_2788.jpg,[0]
556,..\MarioNet64_Color\frame_2789.jpg,"[(303, 25, 208, 356)]"
557,..\MarioNet64_Color\frame_2789.jpg,[0]
558,..\MarioNet64_Color\frame_2790.jpg,"[(303, 28, 205, 353)]"
559,..\MarioNet64_Color\frame_2790.jpg,[0]
560,..\MarioNet64_Color\frame_2791.jpg,"[(303, 28, 205, 353)]"
561,..\MarioNet64_Color\frame_2791.jpg,[0]
562,..\MarioNet64_Color\frame_2792.jpg,"[(304, 31, 201, 350)]"
563,..\MarioNet64_Color\frame_2792.jpg,[0]
564,..\MarioNet64_Color\frame_2793.jpg,"[(304, 31, 201, 350)]"
565,..\MarioNet64_Color\frame_2793.jpg,[0]
566,..\MarioNet64_Color\frame_2794.jpg,"[(306, 35, 201, 346)]"
567,..\MarioNet64_Color\frame_2794.jpg,[0]
568,..\MarioNet64_Color\frame_2795.jpg,"[(306, 35, 201, 346)]"
569,..\MarioNet64_Color\frame_2795.jpg,[0]
570,..\MarioNet64_Color\frame_2796.jpg,"[(308, 38, 199, 343)]"
571,..\MarioNet64_Color\frame_2796.jpg,[0]
572,..\MarioNet64_Color\frame_2797.jpg,"[(308, 38, 199, 343)]"
573,..\MarioNet64_Color\frame_2797.jpg,[0]
574,..\MarioNet64_Color\frame_2798.jpg,"[(311, 44, 197, 337)]"
575,..\MarioNet64_Color\frame_2798.jpg,[0]
576,..\MarioNet64_Color\frame_2799.jpg,"[(311, 44, 197, 337)]"
577,..\MarioNet64_Color\frame_2799.jpg,[0]
578,..\MarioNet64_Color\frame_2800.jpg,"[(313, 47, 194, 334)]"
579,..\MarioNet64_Color\frame_2800.jpg,[0]
580,..\MarioNet64_Color\frame_2801.jpg,"[(313, 47, 194, 334)]"
581,..\MarioNet64_Color\frame_2801.jpg,[0]
582,..\MarioNet64_Color\frame_2802.jpg,"[(317, 51, 191, 330)]"
583,..\MarioNet64_Color\frame_2802.jpg,[0]
584,..\MarioNet64_Color\frame_2803.jpg,"[(317, 51, 191, 330)]"
585,..\MarioNet64_Color\frame_2803.jpg,[0]
586,..\MarioNet64_Color\frame_2804.jpg,"[(321, 55, 188, 326)]"
587,..\MarioNet64_Color\frame_2804.jpg,[0]
588,..\MarioNet64_Color\frame_2805.jpg,"[(321, 55, 188, 326)]"
589,..\MarioNet64_Color\frame_2805.jpg,[0]
590,..\MarioNet64_Color\frame_2806.jpg,"[(325, 58, 185, 323)]"
591,..\MarioNet64_Color\frame_2806.jpg,[0]
592,..\MarioNet64_Color\frame_2807.jpg,"[(325, 58, 185, 323)]"
593,..\MarioNet64_Color\frame_2807.jpg,[0]
594,..\MarioNet64_Color\frame_2808.jpg,"[(329, 61, 180, 320)]"
595,..\MarioNet64_Color\frame_2808.jpg,[0]
596,..\MarioNet64_Color\frame_2809.jpg,"[(329, 61, 180, 320)]"
597,..\MarioNet64_Color\frame_2809.jpg,[0]
598,..\MarioNet64_Color\frame_2810.jpg,"[(333, 64, 178, 317)]"
599,..\MarioNet64_Color\frame_2810.jpg,[0]
600,..\MarioNet64_Color\frame_2811.jpg,"[(333, 64, 178, 317)]"
601,..\MarioNet64_Color\frame_2811.jpg,[0]
602,..\MarioNet64_Color\frame_2812.jpg,"[(337, 68, 177, 313)]"
603,..\MarioNet64_Color\frame_2812.jpg,[0]
604,..\MarioNet64_Color\frame_2813.jpg,"[(337, 68, 177, 313)]"
605,..\MarioNet64_Color\frame_2813.jpg,[0]
606,..\MarioNet64_Color\frame_2814.jpg,"[(340, 69, 175, 312)]"
607,..\MarioNet64_Color\frame_2814.jpg,[0]
608,..\MarioNet64_Color\frame_2815.jpg,"[(340, 69, 175, 312)]"
609,..\MarioNet64_Color\frame_2815.jpg,[0]
610,..\MarioNet64_Color\frame_2816.jpg,"[(343, 71, 173, 310)]"
611,..\MarioNet64_Color\frame_2816.jpg,[0]
612,..\MarioNet64_Color\frame_2817.jpg,"[(343, 71, 173, 310)]"
613,..\MarioNet64_Color\frame_2817.jpg,[0]
614,..\MarioNet64_Color\frame_2818.jpg,"[(345, 73, 170, 308)]"
615,..\MarioNet64_Color\frame_2818.jpg,[0]
616,..\MarioNet64_Color\frame_2819.jpg,"[(345, 73, 170, 308)]"
617,..\MarioNet64_Color\frame_2819.jpg,[0]
618,..\MarioNet64_Color\frame_2820.jpg,"[(342, 75, 173, 306)]"
619,..\MarioNet64_Color\frame_2820.jpg,[0]
620,..\MarioNet64_Color\frame_2821.jpg,"[(342, 75, 173, 306)]"
621,..\MarioNet64_Color\frame_2821.jpg,[0]
622,..\MarioNet64_Color\frame_2822.jpg,"[(340, 77, 173, 304)]"
623,..\MarioNet64_Color\frame_2822.jpg,[0]
624,..\MarioNet64_Color\frame_2823.jpg,"[(340, 77, 172, 304)]"
625,..\MarioNet64_Color\frame_2823.jpg,[0]
626,..\MarioNet64_Color\frame_2824.jpg,"[(336, 79, 172, 302)]"
627,..\MarioNet64_Color\frame_2824.jpg,[0]
628,..\MarioNet64_Color\frame_2825.jpg,"[(336, 79, 172, 302)]"
629,..\MarioNet64_Color\frame_2825.jpg,[0]
630,..\MarioNet64_Color\frame_2826.jpg,"[(333, 82, 173, 299)]"
631,..\MarioNet64_Color\frame_2826.jpg,[0]
632,..\MarioNet64_Color\frame_2827.jpg,"[(333, 82, 173, 299)]"
633,..\MarioNet64_Color\frame_2827.jpg,[0]
634,..\MarioNet64_Color\frame_2828.jpg,"[(331, 85, 174, 296)]"
635,..\MarioNet64_Color\frame_2828.jpg,[0]
636,..\MarioNet64_Color\frame_2829.jpg,"[(331, 85, 174, 296)]"
637,..\MarioNet64_Color\frame_2829.jpg,[0]
638,..\MarioNet64_Color\frame_2830.jpg,"[(328, 89, 174, 292)]"
639,..\MarioNet64_Color\frame_2830.jpg,[0]
640,..\MarioNet64_Color\frame_2831.jpg,"[(328, 89, 174, 292)]"
641,..\MarioNet64_Color\frame_2831.jpg,[0]
642,..\MarioNet64_Color\frame_2832.jpg,"[(326, 93, 173, 288)]"
643,..\MarioNet64_Color\frame_2832.jpg,[0]
644,..\MarioNet64_Color\frame_2833.jpg,"[(326, 93, 173, 288)]"
645,..\MarioNet64_Color\frame_2833.jpg,[0]
646,..\MarioNet64_Color\frame_2834.jpg,"[(324, 98, 170, 283)]"
647,..\MarioNet64_Color\frame_2834.jpg,[0]
648,..\MarioNet64_Color\frame_2835.jpg,"[(324, 98, 170, 283)]"
649,..\MarioNet64_Color\frame_2835.jpg,[0]
650,..\MarioNet64_Color\frame_2836.jpg,"[(322, 102, 167, 274)]"
651,..\MarioNet64_Color\frame_2836.jpg,[0]
652,..\MarioNet64_Color\frame_2837.jpg,"[(322, 102, 167, 274)]"
653,..\MarioNet64_Color\frame_2837.jpg,[0]
654,..\MarioNet64_Color\frame_2838.jpg,"[(319, 107, 166, 263)]"
655,..\MarioNet64_Color\frame_2838.jpg,[0]
656,..\MarioNet64_Color\frame_2839.jpg,"[(319, 107, 166, 263)]"
657,..\MarioNet64_Color\frame_2839.jpg,[0]
658,..\MarioNet64_Color\frame_2840.jpg,"[(317, 113, 162, 252)]"
659,..\MarioNet64_Color\frame_2840.jpg,[0]
660,..\MarioNet64_Color\frame_2841.jpg,"[(317, 113, 162, 252)]"
661,..\MarioNet64_Color\frame_2841.jpg,[0]
662,..\MarioNet64_Color\frame_2842.jpg,"[(315, 117, 157, 243)]"
663,..\MarioNet64_Color\frame_2842.jpg,[0]
664,..\MarioNet64_Color\frame_2843.jpg,"[(315, 117, 157, 243)]"
665,..\MarioNet64_Color\frame_2843.jpg,[0]
666,..\MarioNet64_Color\frame_2844.jpg,"[(314, 122, 153, 232)]"
667,..\MarioNet64_Color\frame_2844.jpg,[0]
668,..\MarioNet64_Color\frame_2845.jpg,"[(314, 122, 153, 232)]"
669,..\MarioNet64_Color\frame_2845.jpg,[0]
670,..\MarioNet64_Color\frame_2846.jpg,"[(313, 126, 148, 225)]"
671,..\MarioNet64_Color\frame_2846.jpg,[0]
672,..\MarioNet64_Color\frame_2847.jpg,"[(313, 126, 148, 225)]"
673,..\MarioNet64_Color\frame_2847.jpg,[0]
674,..\MarioNet64_Color\frame_2848.jpg,"[(312, 131, 144, 215)]"
675,..\MarioNet64_Color\frame_2848.jpg,[0]
676,..\MarioNet64_Color\frame_2849.jpg,"[(312, 131, 144, 215)]"
677,..\MarioNet64_Color\frame_2849.jpg,[0]
678,..\MarioNet64_Color\frame_2850.jpg,"[(311, 134, 140, 208)]"
679,..\MarioNet64_Color\frame_2850.jpg,[0]
680,..\MarioNet64_Color\frame_2851.jpg,"[(311, 134, 140, 208)]"
681,..\MarioNet64_Color\frame_2851.jpg,[0]
682,..\MarioNet64_Color\frame_2852.jpg,"[(311, 137, 135, 202)]"
683,..\MarioNet64_Color\frame_2852.jpg,[0]
684,..\MarioNet64_Color\frame_2853.jpg,"[(311, 137, 135, 202)]"
685,..\MarioNet64_Color\frame_2853.jpg,[0]
686,..\MarioNet64_Color\frame_2854.jpg,"[(311, 141, 131, 194)]"
687,..\MarioNet64_Color\frame_2854.jpg,[0]
688,..\MarioNet64_Color\frame_2855.jpg,"[(311, 141, 131, 194)]"
689,..\MarioNet64_Color\frame_2855.jpg,[0]
690,..\MarioNet64_Color\frame_2856.jpg,"[(311, 144, 128, 189)]"
691,..\MarioNet64_Color\frame_2856.jpg,[0]
692,..\MarioNet64_Color\frame_2857.jpg,"[(311, 144, 128, 189)]"
693,..\MarioNet64_Color\frame_2857.jpg,[0]
694,..\MarioNet64_Color\frame_2858.jpg,"[(311, 146, 124, 184)]"
695,..\MarioNet64_Color\frame_2858.jpg,[0]
696,..\MarioNet64_Color\frame_2859.jpg,"[(311, 146, 124, 184)]"
697,..\MarioNet64_Color\frame_2859.jpg,[0]
698,..\MarioNet64_Color\frame_2860.jpg,"[(312, 150, 121, 177)]"
699,..\MarioNet64_Color\frame_2860.jpg,[0]
700,..\MarioNet64_Color\frame_2861.jpg,"[(312, 150, 121, 177)]"
701,..\MarioNet64_Color\frame_2861.jpg,[0]
702,..\MarioNet64_Color\frame_2862.jpg,"[(313, 152, 118, 172)]"
703,..\MarioNet64_Color\frame_2862.jpg,[0]
704,..\MarioNet64_Color\frame_2863.jpg,"[(313, 152, 118, 172)]"
705,..\MarioNet64_Color\frame_2863.jpg,[0]
706,..\MarioNet64_Color\frame_2864.jpg,"[(314, 154, 114, 168)]"
707,..\MarioNet64_Color\frame_2864.jpg,[0]
708,..\MarioNet64_Color\frame_2865.jpg,"[(314, 154, 114, 168)]"
709,..\MarioNet64_Color\frame_2865.jpg,[0]
710,..\MarioNet64_Color\frame_2866.jpg,"[(314, 157, 112, 164)]"
711,..\MarioNet64_Color\frame_2866.jpg,[0]
712,..\MarioNet64_Color\frame_2867.jpg,"[(314, 157, 112, 164)]"
713,..\MarioNet64_Color\frame_2867.jpg,[0]
714,..\MarioNet64_Color\frame_2868.jpg,"[(314, 159, 110, 159)]"
715,..\MarioNet64_Color\frame_2868.jpg,[0]
716,..\MarioNet64_Color\frame_2869.jpg,"[(314, 159, 110, 159)]"
717,..\MarioNet64_Color\frame_2869.jpg,[0]
718,..\MarioNet64_Color\frame_2870.jpg,"[(315, 160, 107, 156)]"
719,..\MarioNet64_Color\frame_2870.jpg,[0]
720,..\MarioNet64_Color\frame_2871.jpg,"[(315, 160, 107, 156)]"
721,..\MarioNet64_Color\frame_2871.jpg,[0]
722,..\MarioNet64_Color\frame_2872.jpg,"[(315, 162, 106, 153)]"
723,..\MarioNet64_Color\frame_2872.jpg,[0]
724,..\MarioNet64_Color\frame_2873.jpg,"[(315, 162, 106, 153)]"
725,..\MarioNet64_Color\frame_2873.jpg,[0]
726,..\MarioNet64_Color\frame_2874.jpg,"[(315, 163, 103, 150)]"
727,..\MarioNet64_Color\frame_2874.jpg,[0]
728,..\MarioNet64_Color\frame_2875.jpg,"[(315, 163, 103, 150)]"
729,..\MarioNet64_Color\frame_2875.jpg,[0]
730,..\MarioNet64_Color\frame_2876.jpg,"[(315, 165, 103, 147)]"
731,..\MarioNet64_Color\frame_2876.jpg,[0]
732,..\MarioNet64_Color\frame_2877.jpg,"[(315, 165, 103, 147)]"
733,..\MarioNet64_Color\frame_2877.jpg,[0]
734,..\MarioNet64_Color\frame_2878.jpg,"[(315, 166, 102, 143)]"
735,..\MarioNet64_Color\frame_2878.jpg,[0]
736,..\MarioNet64_Color\frame_2879.jpg,"[(315, 166, 102, 143)]"
737,..\MarioNet64_Color\frame_2879.jpg,[0]
738,..\MarioNet64_Color\frame_2880.jpg,"[(316, 168, 100, 141)]"
739,..\MarioNet64_Color\frame_2880.jpg,[0]
740,..\MarioNet64_Color\frame_2881.jpg,"[(316, 168, 100, 141)]"
741,..\MarioNet64_Color\frame_2881.jpg,[0]
742,..\MarioNet64_Color\frame_2882.jpg,"[(316, 169, 99, 139)]"
743,..\MarioNet64_Color\frame_2882.jpg,[0]
744,..\MarioNet64_Color\frame_2883.jpg,"[(316, 169, 99, 139)]"
745,..\MarioNet64_Color\frame_2883.jpg,[0]
746,..\MarioNet64_Color\frame_2884.jpg,"[(315, 169, 99, 138)]"
747,..\MarioNet64_Color\frame_2884.jpg,[0]
748,..\MarioNet64_Color\frame_2885.jpg,"[(315, 169, 99, 138)]"
749,..\MarioNet64_Color\frame_2885.jpg,[0]
750,..\MarioNet64_Color\frame_2886.jpg,"[(316, 170, 97, 136)]"
751,..\MarioNet64_Color\frame_2886.jpg,[0]
752,..\MarioNet64_Color\frame_2887.jpg,"[(316, 170, 97, 136)]"
753,..\MarioNet64_Color\frame_2887.jpg,[0]
754,..\MarioNet64_Color\frame_2888.jpg,"[(317, 170, 95, 134)]"
755,..\MarioNet64_Color\frame_2888.jpg,[0]
756,..\MarioNet64_Color\frame_2889.jpg,"[(317, 170, 95, 134)]"
757,..\MarioNet64_Color\frame_2889.jpg,[0]
758,..\MarioNet64_Color\frame_2890.jpg,"[(316, 171, 94, 133)]"
759,..\MarioNet64_Color\frame_2890.jpg,[0]
760,..\MarioNet64_Color\frame_2891.jpg,"[(316, 171, 94, 133)]"
761,..\MarioNet64_Color\frame_2891.jpg,[0]
762,..\MarioNet64_Color\frame_2892.jpg,"[(317, 171, 93, 131)]"
763,..\MarioNet64_Color\frame_2892.jpg,[0]
764,..\MarioNet64_Color\frame_2893.jpg,"[(317, 171, 93, 131)]"
765,..\MarioNet64_Color\frame_2893.jpg,[0]
766,..\MarioNet64_Color\frame_2894.jpg,"[(317, 170, 92, 131)]"
767,..\MarioNet64_Color\frame_2894.jpg,[0]
768,..\MarioNet64_Color\frame_2895.jpg,"[(317, 170, 92, 131)]"
769,..\MarioNet64_Color\frame_2895.jpg,[0]
770,..\MarioNet64_Color\frame_2896.jpg,"[(316, 171, 92, 129)]"
771,..\MarioNet64_Color\frame_2896.jpg,[0]
772,..\MarioNet64_Color\frame_2897.jpg,"[(316, 171, 92, 129)]"
773,..\MarioNet64_Color\frame_2897.jpg,[0]
774,..\MarioNet64_Color\frame_2898.jpg,"[(317, 171, 90, 129)]"
775,..\MarioNet64_Color\frame_2898.jpg,[0]
776,..\MarioNet64_Color\frame_2899.jpg,"[(317, 171, 90, 129)]"
777,..\MarioNet64_Color\frame_2899.jpg,[0]
778,..\MarioNet64_Color\frame_2900.jpg,"[(317, 171, 90, 128)]"
779,..\MarioNet64_Color\frame_2900.jpg,[0]
780,..\MarioNet64_Color\frame_2901.jpg,"[(317, 171, 90, 128)]"
781,..\MarioNet64_Color\frame_2901.jpg,[0]
782,..\MarioNet64_Color\frame_2902.jpg,"[(316, 171, 90, 128)]"
783,..\MarioNet64_Color\frame_2902.jpg,[0]
784,..\MarioNet64_Color\frame_2903.jpg,"[(316, 171, 90, 128)]"
785,..\MarioNet64_Color\frame_2903.jpg,[0]
786,..\MarioNet64_Color\frame_2904.jpg,"[(317, 171, 88, 127)]"
787,..\MarioNet64_Color\frame_2904.jpg,[0]
788,..\MarioNet64_Color\frame_2905.jpg,"[(317, 171, 88, 127)]"
789,..\MarioNet64_Color\frame_2905.jpg,[0]
790,..\MarioNet64_Color\frame_2906.jpg,"[(318, 171, 88, 127)]"
791,..\MarioNet64_Color\frame_2906.jpg,[0]
792,..\MarioNet64_Color\frame_2907.jpg,"[(318, 171, 88, 127)]"
793,..\MarioNet64_Color\frame_2907.jpg,[0]
794,..\MarioNet64_Color\frame_2908.jpg,"[(316, 172, 89, 126)]"
795,..\MarioNet64_Color\frame_2908.jpg,[0]
796,..\MarioNet64_Color\frame_2909.jpg,"[(316, 172, 89, 126)]"
797,..\MarioNet64_Color\frame_2909.jpg,[0]
798,..\MarioNet64_Color\frame_2910.jpg,"[(317, 171, 88, 126)]"
799,..\MarioNet64_Color\frame_2910.jpg,[0]
800,..\MarioNet64_Color\frame_2911.jpg,"[(317, 171, 88, 126)]"
801,..\MarioNet64_Color\frame_2911.jpg,[0]
802,..\MarioNet64_Color\frame_2912.jpg,"[(317, 171, 88, 126)]"
803,..\MarioNet64_Color\frame_2912.jpg,[0]
804,..\MarioNet64_Color\frame_2913.jpg,"[(318, 172, 87, 125)]"
805,..\MarioNet64_Color\frame_2913.jpg,[0]
806,..\MarioNet64_Color\frame_2914.jpg,"[(317, 174, 87, 122)]"
807,..\MarioNet64_Color\frame_2914.jpg,[0]
808,..\MarioNet64_Color\frame_2915.jpg,"[(317, 175, 87, 121)]"
