MarioNet64_Color\frame_5110.jpg  1  503 205 19 36
MarioNet64_Color\frame_5111.jpg  1  501 206 21 28
MarioNet64_Color\frame_8375.jpg  2  1 191 112 189  294 123 19 29
MarioNet64_Color\frame_8376.jpg  2  1 223 57 157  293 118 29 33
MarioNet64_Color\frame_8377.jpg  2  1 223 57 157  293 118 29 33
MarioNet64_Color\frame_8378.jpg  2  1 223 57 157  293 118 29 33
MarioNet64_Color\frame_8379.jpg  1  293 119 28 34
MarioNet64_Color\frame_8380.jpg  1  293 119 28 34
MarioNet64_Color\frame_8381.jpg  1  292 125 30 29
MarioNet64_Color\frame_8382.jpg  1  292 125 30 29
MarioNet64_Color\frame_8383.jpg  1  287 123 33 30
MarioNet64_Color\frame_8384.jpg  1  287 123 33 30
MarioNet64_Color\frame_8385.jpg  1  285 126 28 29
MarioNet64_Color\frame_8386.jpg  1  285 126 28 29
MarioNet64_Color\frame_8387.jpg  1  285 125 30 32
MarioNet64_Color\frame_8388.jpg  1  285 125 30 32
MarioNet64_Color\frame_8389.jpg  1  287 126 28 28
MarioNet64_Color\frame_8390.jpg  1  287 125 28 29
MarioNet64_Color\frame_8391.jpg  1  277 124 37 36
MarioNet64_Color\frame_8392.jpg  1  277 124 37 36
MarioNet64_Color\frame_8393.jpg  1  277 126 28 26
MarioNet64_Color\frame_8394.jpg  1  277 126 30 26
MarioNet64_Color\frame_8395.jpg  1  271 124 35 30
MarioNet64_Color\frame_8396.jpg  1  271 124 34 30
MarioNet64_Color\frame_8397.jpg  1  269 126 36 27
MarioNet64_Color\frame_8398.jpg  1  269 127 36 26
MarioNet64_Color\frame_8399.jpg  1  263 124 36 36
MarioNet64_Color\frame_8400.jpg  1  263 124 36 39
MarioNet64_Color\frame_8401.jpg  1  260 126 39 36
MarioNet64_Color\frame_8402.jpg  1  260 126 39 36
MarioNet64_Color\frame_8403.jpg  1  255 123 36 40
MarioNet64_Color\frame_8404.jpg  1  255 123 36 40
MarioNet64_Color\frame_8405.jpg  1  253 125 37 39
MarioNet64_Color\frame_8406.jpg  1  251 125 39 39
MarioNet64_Color\frame_8407.jpg  1  255 126 35 37
MarioNet64_Color\frame_8408.jpg  1  255 126 35 37
MarioNet64_Color\frame_8409.jpg  1  245 119 43 43
MarioNet64_Color\frame_8410.jpg  1  245 119 43 43
MarioNet64_Color\frame_8411.jpg  1  246 125 36 40
MarioNet64_Color\frame_8412.jpg  1  246 125 36 40
MarioNet64_Color\frame_8413.jpg  1  236 124 45 45
MarioNet64_Color\frame_8414.jpg  1  236 125 45 38
MarioNet64_Color\frame_8415.jpg  1  230 123 44 46
MarioNet64_Color\frame_8416.jpg  1  230 123 44 46
MarioNet64_Color\frame_8417.jpg  1  228 122 44 42
MarioNet64_Color\frame_8418.jpg  1  228 122 44 42
MarioNet64_Color\frame_8419.jpg  1  222 124 44 48
MarioNet64_Color\frame_8420.jpg  1  219 124 47 48
MarioNet64_Color\frame_8421.jpg  2  408 142 9 12  214 127 47 44
MarioNet64_Color\frame_8422.jpg  1  214 127 47 44
MarioNet64_Color\frame_8423.jpg  1  215 125 44 45
MarioNet64_Color\frame_8424.jpg  1  215 125 44 45
MarioNet64_Color\frame_8425.jpg  1  206 125 45 52
MarioNet64_Color\frame_8426.jpg  1  206 125 44 52
MarioNet64_Color\frame_8427.jpg  1  200 128 53 53
MarioNet64_Color\frame_8428.jpg  1  200 128 53 53
MarioNet64_Color\frame_8429.jpg  1  197 132 46 53
MarioNet64_Color\frame_8430.jpg  1  197 132 47 53
MarioNet64_Color\frame_8431.jpg  1  190 132 52 56
MarioNet64_Color\frame_8432.jpg  1  190 132 52 56
MarioNet64_Color\frame_8433.jpg  1  181 133 53 54
MarioNet64_Color\frame_8434.jpg  1  181 133 53 54
MarioNet64_Color\frame_8435.jpg  1  166 137 52 59
MarioNet64_Color\frame_8436.jpg  1  166 137 52 59
MarioNet64_Color\frame_8437.jpg  1  166 143 54 58
MarioNet64_Color\frame_8438.jpg  1  166 143 54 59
MarioNet64_Color\frame_8439.jpg  1  158 147 53 56
MarioNet64_Color\frame_8440.jpg  1  158 147 53 56
MarioNet64_Color\frame_8441.jpg  1  148 150 61 61
MarioNet64_Color\frame_8442.jpg  1  148 150 61 61
MarioNet64_Color\frame_8443.jpg  1  138 155 63 63
MarioNet64_Color\frame_8444.jpg  1  138 154 63 64
MarioNet64_Color\frame_8445.jpg  1  126 161 62 66
MarioNet64_Color\frame_8446.jpg  1  126 161 62 66
MarioNet64_Color\frame_8447.jpg  1  118 167 62 59
MarioNet64_Color\frame_8448.jpg  1  118 167 62 59
MarioNet64_Color\frame_8449.jpg  1  98 165 65 70
MarioNet64_Color\frame_8450.jpg  1  98 165 65 71
MarioNet64_Color\frame_8451.jpg  2  80 172 73 71  399 167 11 12
MarioNet64_Color\frame_8452.jpg  2  80 172 73 71  399 167 11 12
MarioNet64_Color\frame_8453.jpg  1  62 172 75 78
MarioNet64_Color\frame_8454.jpg  1  62 172 75 78
MarioNet64_Color\frame_8455.jpg  1  40 171 80 81
MarioNet64_Color\frame_8456.jpg  1  40 171 80 81
MarioNet64_Color\frame_8457.jpg  1  16 174 84 81
MarioNet64_Color\frame_8458.jpg  1  16 174 84 81
MarioNet64_Color\frame_8459.jpg  1  6 172 74 89
MarioNet64_Color\frame_8460.jpg  1  6 172 74 89
MarioNet64_Color\frame_8461.jpg  1  6 174 53 94
MarioNet64_Color\frame_8462.jpg  1  7 174 52 94
MarioNet64_Color\frame_8463.jpg  1  1 181 35 84
MarioNet64_Color\frame_8464.jpg  1  1 181 35 84
MarioNet64_Color\frame_8467.jpg  1  382 163 12 14
MarioNet64_Color\frame_8468.jpg  1  382 163 12 14
MarioNet64_Color\frame_8469.jpg  1  382 164 11 15
MarioNet64_Color\frame_8470.jpg  1  382 164 11 15
MarioNet64_Color\frame_8471.jpg  1  383 161 11 17
MarioNet64_Color\frame_8472.jpg  1  383 161 11 17
MarioNet64_Color\frame_8475.jpg  1  383 167 12 10
MarioNet64_Color\frame_8476.jpg  1  383 165 12 12
MarioNet64_Color\frame_8477.jpg  1  382 164 11 13
MarioNet64_Color\frame_8478.jpg  1  382 161 12 21
MarioNet64_Color\frame_8479.jpg  1  382 159 13 19
MarioNet64_Color\frame_8480.jpg  1  382 159 13 19
MarioNet64_Color\frame_8481.jpg  1  383 165 13 13
MarioNet64_Color\frame_8482.jpg  1  383 165 13 13
MarioNet64_Color\frame_8483.jpg  1  382 166 11 12
MarioNet64_Color\frame_8484.jpg  1  382 166 11 12
MarioNet64_Color\frame_8485.jpg  1  383 162 12 16
MarioNet64_Color\frame_8486.jpg  1  383 162 12 16
MarioNet64_Color\frame_8487.jpg  1  383 167 12 11
MarioNet64_Color\frame_8488.jpg  1  383 167 12 11
MarioNet64_Color\frame_8491.jpg  1  389 164 12 13
MarioNet64_Color\frame_8492.jpg  1  389 164 12 13
MarioNet64_Color\frame_8493.jpg  1  390 164 13 15
MarioNet64_Color\frame_8494.jpg  1  390 164 13 15
MarioNet64_Color\frame_8495.jpg  1  389 165 14 14
MarioNet64_Color\frame_8496.jpg  1  389 165 14 14
MarioNet64_Color\frame_8497.jpg  1  391 167 18 11
MarioNet64_Color\frame_8498.jpg  1  391 167 18 9
MarioNet64_Color\frame_8503.jpg  1  398 167 12 18
MarioNet64_Color\frame_8504.jpg  1  398 167 12 18
MarioNet64_Color\frame_8505.jpg  1  394 167 16 21
MarioNet64_Color\frame_8506.jpg  1  394 167 16 21
MarioNet64_Color\frame_8507.jpg  1  392 174 16 12
MarioNet64_Color\frame_8508.jpg  1  392 174 16 12
MarioNet64_Color\frame_8509.jpg  1  390 175 19 11
MarioNet64_Color\frame_8510.jpg  1  390 175 19 11
MarioNet64_Color\frame_8511.jpg  1  389 175 13 12
MarioNet64_Color\frame_8512.jpg  1  389 175 13 12
MarioNet64_Color\frame_8513.jpg  1  390 174 10 11
MarioNet64_Color\frame_8514.jpg  1  386 173 14 12
MarioNet64_Color\frame_8515.jpg  1  383 173 21 14
MarioNet64_Color\frame_8516.jpg  1  383 173 21 14
MarioNet64_Color\frame_8517.jpg  1  381 173 16 25
MarioNet64_Color\frame_8518.jpg  1  381 173 16 25
MarioNet64_Color\frame_8519.jpg  1  383 168 13 16
MarioNet64_Color\frame_8520.jpg  1  383 168 11 16
MarioNet64_Color\frame_8521.jpg  1  375 170 19 19
MarioNet64_Color\frame_8522.jpg  1  375 170 19 19
MarioNet64_Color\frame_8523.jpg  1  373 174 23 19
MarioNet64_Color\frame_8524.jpg  1  375 174 21 12
MarioNet64_Color\frame_8525.jpg  1  373 174 13 19
MarioNet64_Color\frame_8526.jpg  1  373 174 13 19
MarioNet64_Color\frame_8527.jpg  1  373 171 14 22
MarioNet64_Color\frame_8528.jpg  1  374 171 16 22
MarioNet64_Color\frame_8529.jpg  1  367 173 18 21
MarioNet64_Color\frame_8530.jpg  1  367 173 18 21
MarioNet64_Color\frame_8531.jpg  1  367 179 19 22
MarioNet64_Color\frame_8532.jpg  1  367 179 19 22
MarioNet64_Color\frame_8533.jpg  1  367 183 19 20
MarioNet64_Color\frame_8534.jpg  1  367 177 19 26
MarioNet64_Color\frame_8535.jpg  1  366 190 21 11
MarioNet64_Color\frame_8536.jpg  1  366 190 21 12
MarioNet64_Color\frame_8537.jpg  1  364 191 22 19
MarioNet64_Color\frame_8538.jpg  1  364 190 22 22
MarioNet64_Color\frame_8539.jpg  1  365 198 21 19
MarioNet64_Color\frame_8540.jpg  1  365 194 21 23
MarioNet64_Color\frame_8541.jpg  1  358 199 20 26
MarioNet64_Color\frame_8542.jpg  1  358 199 20 26
MarioNet64_Color\frame_8543.jpg  1  358 201 11 28
MarioNet64_Color\frame_8544.jpg  1  352 201 17 28
MarioNet64_Color\frame_8545.jpg  1  344 207 26 27
MarioNet64_Color\frame_8546.jpg  1  344 207 26 27
MarioNet64_Color\frame_8547.jpg  1  342 215 20 21
MarioNet64_Color\frame_8548.jpg  1  342 215 20 21
MarioNet64_Color\frame_8549.jpg  1  332 222 22 19
MarioNet64_Color\frame_8550.jpg  1  333 222 21 19
MarioNet64_Color\frame_8551.jpg  1  318 223 28 26
MarioNet64_Color\frame_8552.jpg  1  319 223 27 26
MarioNet64_Color\frame_8553.jpg  1  311 220 26 30
MarioNet64_Color\frame_8554.jpg  1  311 220 26 30
MarioNet64_Color\frame_8555.jpg  1  302 222 24 28
MarioNet64_Color\frame_8556.jpg  1  302 222 24 28
MarioNet64_Color\frame_8557.jpg  1  287 222 29 34
MarioNet64_Color\frame_8558.jpg  1  287 222 29 34
MarioNet64_Color\frame_8559.jpg  1  269 221 28 30
MarioNet64_Color\frame_8560.jpg  1  269 221 28 30
MarioNet64_Color\frame_8561.jpg  1  262 221 24 30
MarioNet64_Color\frame_8562.jpg  1  262 221 24 30
MarioNet64_Color\frame_8563.jpg  1  253 220 23 37
MarioNet64_Color\frame_8564.jpg  1  253 220 23 37
MarioNet64_Color\frame_8565.jpg  1  253 222 21 30
MarioNet64_Color\frame_8566.jpg  1  253 222 21 30
MarioNet64_Color\frame_8567.jpg  1  252 222 20 29
MarioNet64_Color\frame_8568.jpg  1  252 222 20 29
MarioNet64_Color\frame_8569.jpg  1  254 222 16 30
MarioNet64_Color\frame_8570.jpg  1  254 223 12 29
MarioNet64_Color\frame_8571.jpg  1  252 223 14 28
MarioNet64_Color\frame_8572.jpg  1  252 223 14 28
MarioNet64_Color\frame_8573.jpg  1  254 223 16 29
MarioNet64_Color\frame_8574.jpg  1  254 224 12 24
MarioNet64_Color\frame_8575.jpg  2  257 221 13 28  116 97 23 20
MarioNet64_Color\frame_8576.jpg  2  257 221 13 28  116 97 23 20
MarioNet64_Color\frame_8577.jpg  2  259 223 8 27  119 97 19 23
MarioNet64_Color\frame_8578.jpg  2  259 223 8 27  119 97 19 23
MarioNet64_Color\frame_8579.jpg  3  286 239 12 18  260 230 7 18  123 99 23 15
MarioNet64_Color\frame_8580.jpg  3  286 239 13 18  260 232 7 16  123 99 23 15
MarioNet64_Color\frame_8581.jpg  2  286 231 11 17  127 101 20 14
MarioNet64_Color\frame_8582.jpg  2  286 231 11 17  126 101 21 14
MarioNet64_Color\frame_8583.jpg  2  286 223 12 30  126 102 22 14
MarioNet64_Color\frame_8584.jpg  2  286 223 12 26  126 102 22 14
MarioNet64_Color\frame_8585.jpg  2  286 216 11 34  126 100 20 15
MarioNet64_Color\frame_8586.jpg  2  286 216 11 34  126 100 20 15
MarioNet64_Color\frame_8587.jpg  2  287 220 11 30  126 100 21 16
MarioNet64_Color\frame_8588.jpg  2  287 220 11 30  126 100 22 16
MarioNet64_Color\frame_8589.jpg  2  287 222 14 30  126 100 24 15
MarioNet64_Color\frame_8590.jpg  2  287 222 14 30  126 100 24 15
MarioNet64_Color\frame_8591.jpg  2  287 222 10 30  126 101 19 15
MarioNet64_Color\frame_8592.jpg  2  287 220 10 30  126 101 24 15
MarioNet64_Color\frame_8593.jpg  2  285 215 20 34  126 101 19 20
MarioNet64_Color\frame_8594.jpg  2  285 215 20 34  126 101 19 20
MarioNet64_Color\frame_8595.jpg  2  284 214 22 36  127 103 18 12
MarioNet64_Color\frame_8596.jpg  2  284 214 22 36  127 103 18 12
MarioNet64_Color\frame_8597.jpg  2  284 214 23 37  125 101 21 13
MarioNet64_Color\frame_8598.jpg  2  284 214 23 37  125 101 21 13
MarioNet64_Color\frame_8599.jpg  2  284 216 23 35  124 101 23 15
MarioNet64_Color\frame_8600.jpg  2  284 216 23 35  124 101 23 15
MarioNet64_Color\frame_8601.jpg  2  284 216 22 36  123 99 23 22
MarioNet64_Color\frame_8602.jpg  2  284 216 22 36  123 99 23 22
MarioNet64_Color\frame_8603.jpg  2  283 214 30 35  126 100 20 21
MarioNet64_Color\frame_8604.jpg  2  283 214 30 35  126 100 20 21
MarioNet64_Color\frame_8605.jpg  2  285 215 29 38  126 99 19 21
MarioNet64_Color\frame_8606.jpg  2  285 215 29 38  126 99 19 21
MarioNet64_Color\frame_8607.jpg  2  282 222 31 29  127 103 11 20
MarioNet64_Color\frame_8608.jpg  2  282 222 31 29  127 103 11 20
MarioNet64_Color\frame_8609.jpg  2  285 219 31 43  119 100 20 23
MarioNet64_Color\frame_8610.jpg  2  285 219 31 43  117 100 22 23
MarioNet64_Color\frame_8611.jpg  2  283 230 30 27  116 100 23 23
MarioNet64_Color\frame_8612.jpg  2  283 230 30 27  116 100 23 23
MarioNet64_Color\frame_8613.jpg  2  287 230 28 29  116 103 24 21
MarioNet64_Color\frame_8614.jpg  2  287 230 28 29  116 103 24 21
MarioNet64_Color\frame_8615.jpg  2  284 237 29 30  118 103 20 19
MarioNet64_Color\frame_8616.jpg  2  285 239 28 28  118 103 20 19
MarioNet64_Color\frame_8617.jpg  2  286 245 30 21  110 103 23 19
MarioNet64_Color\frame_8618.jpg  2  286 245 30 21  110 103 23 19
MarioNet64_Color\frame_8619.jpg  2  293 254 19 12  108 110 22 19
MarioNet64_Color\frame_8620.jpg  2  293 254 19 12  108 110 22 19
MarioNet64_Color\frame_8621.jpg  2  295 236 17 13  110 111 21 19
MarioNet64_Color\frame_8622.jpg  2  295 236 19 13  109 111 22 18
MarioNet64_Color\frame_8623.jpg  2  287 236 26 22  109 111 20 19
MarioNet64_Color\frame_8624.jpg  2  287 236 26 22  109 111 20 19
MarioNet64_Color\frame_8625.jpg  2  286 254 29 26  100 117 23 21
MarioNet64_Color\frame_8626.jpg  2  286 254 29 26  100 117 23 21
MarioNet64_Color\frame_8627.jpg  2  271 268 35 33  94 126 21 27
MarioNet64_Color\frame_8628.jpg  2  271 268 35 33  94 126 21 28
MarioNet64_Color\frame_8629.jpg  2  263 286 34 37  86 140 21 24
MarioNet64_Color\frame_8630.jpg  2  263 286 34 37  86 140 21 24
MarioNet64_Color\frame_8631.jpg  2  255 311 35 34  86 158 20 20
MarioNet64_Color\frame_8632.jpg  2  255 311 35 34  85 158 21 21
MarioNet64_Color\frame_8633.jpg  2  247 332 34 32  78 168 27 28
MarioNet64_Color\frame_8634.jpg  2  247 332 36 32  78 168 27 28
MarioNet64_Color\frame_8635.jpg  2  238 357 37 23  77 181 21 28
MarioNet64_Color\frame_8636.jpg  2  238 357 37 23  77 181 21 28
MarioNet64_Color\frame_8637.jpg  1  71 197 26 23
MarioNet64_Color\frame_8638.jpg  1  71 197 26 23
MarioNet64_Color\frame_8639.jpg  1  69 206 21 26
MarioNet64_Color\frame_8640.jpg  1  69 206 21 26
MarioNet64_Color\frame_8641.jpg  1  64 207 27 26
MarioNet64_Color\frame_8642.jpg  1  64 207 27 26
MarioNet64_Color\frame_8643.jpg  1  60 214 29 22
MarioNet64_Color\frame_8644.jpg  1  60 214 29 22
MarioNet64_Color\frame_8645.jpg  1  63 211 18 21
MarioNet64_Color\frame_8646.jpg  1  63 211 18 21
MarioNet64_Color\frame_8647.jpg  1  55 207 26 27
MarioNet64_Color\frame_8648.jpg  1  55 207 26 27
MarioNet64_Color\frame_8649.jpg  1  55 204 27 21
MarioNet64_Color\frame_8650.jpg  1  55 204 27 21
MarioNet64_Color\frame_8651.jpg  1  53 194 29 27
MarioNet64_Color\frame_8652.jpg  1  52 194 30 27
MarioNet64_Color\frame_8653.jpg  1  53 186 28 31
MarioNet64_Color\frame_8654.jpg  1  53 186 28 31
MarioNet64_Color\frame_8655.jpg  1  51 179 22 30
MarioNet64_Color\frame_8656.jpg  1  51 179 22 30
MarioNet64_Color\frame_8657.jpg  1  46 174 28 28
MarioNet64_Color\frame_8658.jpg  1  46 172 28 30
MarioNet64_Color\frame_8659.jpg  1  43 164 32 32
MarioNet64_Color\frame_8660.jpg  1  43 164 32 32
MarioNet64_Color\frame_8661.jpg  1  43 159 30 26
MarioNet64_Color\frame_8662.jpg  1  43 159 30 26
MarioNet64_Color\frame_8663.jpg  1  36 148 30 31
MarioNet64_Color\frame_8664.jpg  1  36 148 33 31
MarioNet64_Color\frame_8665.jpg  1  38 141 28 31
MarioNet64_Color\frame_8666.jpg  1  38 141 28 31
MarioNet64_Color\frame_8667.jpg  1  31 134 33 28
MarioNet64_Color\frame_8668.jpg  1  31 134 33 28
MarioNet64_Color\frame_8669.jpg  2  85 373 20 7  31 116 31 35
MarioNet64_Color\frame_8670.jpg  2  85 373 20 7  31 116 31 35
MarioNet64_Color\frame_8671.jpg  2  64 353 42 27  30 103 28 34
MarioNet64_Color\frame_8672.jpg  2  64 353 42 27  30 103 28 34
MarioNet64_Color\frame_8673.jpg  2  53 334 45 46  23 93 35 29
MarioNet64_Color\frame_8674.jpg  2  53 334 45 46  23 93 35 29
MarioNet64_Color\frame_8675.jpg  2  44 319 46 51  20 73 35 36
MarioNet64_Color\frame_8676.jpg  2  44 319 48 51  20 76 35 33
MarioNet64_Color\frame_8677.jpg  3  54 363 12 16  38 307 45 55  22 70 29 32
MarioNet64_Color\frame_8678.jpg  3  51 366 15 12  38 307 44 55  22 69 33 33
MarioNet64_Color\frame_8679.jpg  2  22 299 51 54  22 61 29 36
MarioNet64_Color\frame_8680.jpg  2  22 299 51 54  22 61 29 36
MarioNet64_Color\frame_8681.jpg  3  32 350 10 12  13 295 44 53  17 59 35 34
MarioNet64_Color\frame_8682.jpg  2  13 294 44 68  22 59 30 33
MarioNet64_Color\frame_8683.jpg  2  5 289 43 77  15 61 35 30
MarioNet64_Color\frame_8684.jpg  2  5 291 43 75  15 61 35 30
MarioNet64_Color\frame_8685.jpg  2  7 287 26 37  15 61 35 37
MarioNet64_Color\frame_8686.jpg  2  7 287 26 36  15 61 35 37
MarioNet64_Color\frame_8687.jpg  3  7 287 11 29  1 284 6 29  14 63 28 36
MarioNet64_Color\frame_8688.jpg  3  7 287 11 27  1 284 6 30  14 63 29 36
MarioNet64_Color\frame_8689.jpg  2  1 303 11 17  12 66 29 38
MarioNet64_Color\frame_8690.jpg  2  1 303 11 17  12 66 29 38
MarioNet64_Color\frame_8691.jpg  1  11 71 37 39
MarioNet64_Color\frame_8692.jpg  1  11 71 37 39
MarioNet64_Color\frame_8693.jpg  1  14 77 30 38
MarioNet64_Color\frame_8694.jpg  1  14 77 30 38
MarioNet64_Color\frame_8695.jpg  1  13 86 37 35
MarioNet64_Color\frame_8696.jpg  1  13 86 37 35
MarioNet64_Color\frame_8697.jpg  1  13 87 37 37
MarioNet64_Color\frame_8698.jpg  1  12 87 38 37
MarioNet64_Color\frame_8699.jpg  1  15 93 34 38
MarioNet64_Color\frame_8700.jpg  1  14 93 34 38
MarioNet64_Color\frame_8701.jpg  1  6 95 40 40
MarioNet64_Color\frame_8702.jpg  1  6 95 40 40
MarioNet64_Color\frame_8703.jpg  1  4 99 38 39
MarioNet64_Color\frame_8704.jpg  1  4 99 38 39
MarioNet64_Color\frame_8705.jpg  1  5 101 30 36
MarioNet64_Color\frame_8706.jpg  1  5 99 30 38
MarioNet64_Color\frame_8707.jpg  1  6 99 28 42
MarioNet64_Color\frame_8708.jpg  1  6 99 28 42
MarioNet64_Color\frame_8709.jpg  1  6 101 21 39
MarioNet64_Color\frame_8710.jpg  1  6 101 21 39
MarioNet64_Color\frame_8711.jpg  1  7 103 18 41
MarioNet64_Color\frame_8712.jpg  1  7 103 18 41
MarioNet64_Color\frame_8713.jpg  1  1 103 18 41
MarioNet64_Color\frame_8714.jpg  1  1 103 18 41
MarioNet64_Color\frame_8715.jpg  1  7 112 10 27
MarioNet64_Color\frame_8716.jpg  1  7 112 10 27
MarioNet64_Color\frame_8717.jpg  1  1 111 6 27
MarioNet64_Color\frame_8718.jpg  1  1 111 5 25
MarioNet64_Color\frame_8733.jpg  1  6 119 6 25
MarioNet64_Color\frame_8734.jpg  1  6 119 6 25
MarioNet64_Color\frame_8739.jpg  2  7 118 9 26  1 116 7 28
MarioNet64_Color\frame_8740.jpg  2  7 118 9 26  1 116 7 28
MarioNet64_Color\frame_8741.jpg  2  7 120 9 26  1 120 7 28
MarioNet64_Color\frame_8742.jpg  2  7 120 9 24  1 120 7 28
MarioNet64_Color\frame_8743.jpg  2  7 120 9 24  1 119 7 29
MarioNet64_Color\frame_8744.jpg  2  7 120 9 24  1 119 7 29
MarioNet64_Color\frame_8753.jpg  1  1 118 11 38
MarioNet64_Color\frame_8754.jpg  1  1 118 11 35
MarioNet64_Color\frame_8757.jpg  1  4 125 10 31
MarioNet64_Color\frame_8758.jpg  1  4 125 10 31
MarioNet64_Color\frame_8759.jpg  1  4 127 7 29
MarioNet64_Color\frame_8760.jpg  1  4 127 7 29
MarioNet64_Color\frame_8761.jpg  1  6 125 6 29
MarioNet64_Color\frame_8762.jpg  1  6 125 6 29
MarioNet64_Color\frame_8763.jpg  1  7 128 5 24
MarioNet64_Color\frame_8764.jpg  1  6 128 6 26
MarioNet64_Color\frame_8765.jpg  1  1 127 7 29
MarioNet64_Color\frame_8766.jpg  1  1 127 7 29
MarioNet64_Color\frame_8769.jpg  1  7 127 10 36
MarioNet64_Color\frame_8770.jpg  1  7 127 10 36
MarioNet64_Color\frame_8771.jpg  1  1 119 18 52
MarioNet64_Color\frame_8772.jpg  1  1 119 18 52
MarioNet64_Color\frame_8773.jpg  1  6 119 20 52
MarioNet64_Color\frame_8774.jpg  1  6 119 20 52
MarioNet64_Color\frame_8775.jpg  1  6 119 28 51
MarioNet64_Color\frame_8776.jpg  1  6 119 28 51
MarioNet64_Color\frame_8777.jpg  1  1 119 33 57
MarioNet64_Color\frame_8778.jpg  1  6 119 27 57
MarioNet64_Color\frame_8779.jpg  1  5 121 38 57
MarioNet64_Color\frame_8780.jpg  1  5 121 38 57
MarioNet64_Color\frame_8781.jpg  1  6 122 36 55
MarioNet64_Color\frame_8782.jpg  1  6 122 36 55
MarioNet64_Color\frame_8783.jpg  1  7 123 36 55
MarioNet64_Color\frame_8784.jpg  1  7 123 36 55
MarioNet64_Color\frame_8785.jpg  1  7 124 37 58
MarioNet64_Color\frame_8786.jpg  1  7 124 37 58
MarioNet64_Color\frame_8787.jpg  1  7 125 37 59
MarioNet64_Color\frame_8788.jpg  1  7 125 37 59
MarioNet64_Color\frame_8789.jpg  1  6 126 35 61
MarioNet64_Color\frame_8790.jpg  1  6 126 35 61
MarioNet64_Color\frame_8791.jpg  1  7 127 31 59
MarioNet64_Color\frame_8792.jpg  1  7 127 31 59
MarioNet64_Color\frame_8793.jpg  1  7 128 27 58
MarioNet64_Color\frame_8794.jpg  1  7 128 27 58
MarioNet64_Color\frame_8795.jpg  1  1 131 28 62
MarioNet64_Color\frame_8796.jpg  1  1 131 28 62
MarioNet64_Color\frame_8797.jpg  1  7 136 12 56
MarioNet64_Color\frame_8798.jpg  1  7 136 12 56
MarioNet64_Color\frame_8799.jpg  1  7 143 10 41
MarioNet64_Color\frame_8800.jpg  1  7 143 10 41
MarioNet64_Color\frame_8801.jpg  1  1 148 10 39
MarioNet64_Color\frame_8802.jpg  1  1 148 10 39
MarioNet64_Color\frame_8803.jpg  1  6 150 10 43
MarioNet64_Color\frame_8804.jpg  1  6 150 10 43
MarioNet64_Color\frame_8805.jpg  1  7 151 10 41
MarioNet64_Color\frame_8806.jpg  1  7 151 10 41
MarioNet64_Color\frame_8807.jpg  1  1 145 19 47
MarioNet64_Color\frame_8808.jpg  1  1 145 19 50
MarioNet64_Color\frame_8809.jpg  1  7 143 13 58
MarioNet64_Color\frame_8810.jpg  1  7 143 13 58
MarioNet64_Color\frame_8811.jpg  1  6 143 21 58
MarioNet64_Color\frame_8812.jpg  1  6 143 21 58
MarioNet64_Color\frame_8813.jpg  1  7 143 19 65
MarioNet64_Color\frame_8814.jpg  1  7 143 19 65
MarioNet64_Color\frame_8815.jpg  1  7 141 27 68
MarioNet64_Color\frame_8816.jpg  1  7 141 27 68
MarioNet64_Color\frame_8817.jpg  1  7 142 28 67
MarioNet64_Color\frame_8818.jpg  1  7 142 28 67
MarioNet64_Color\frame_8819.jpg  1  6 143 36 70
MarioNet64_Color\frame_8820.jpg  1  6 143 36 70
MarioNet64_Color\frame_8821.jpg  1  7 143 38 73
MarioNet64_Color\frame_8822.jpg  1  7 143 38 73
MarioNet64_Color\frame_8823.jpg  1  7 143 41 74
MarioNet64_Color\frame_8824.jpg  1  1 143 47 74
MarioNet64_Color\frame_8825.jpg  1  6 142 45 75
MarioNet64_Color\frame_8826.jpg  1  6 142 45 75
MarioNet64_Color\frame_8827.jpg  1  6 144 45 76
MarioNet64_Color\frame_8828.jpg  1  6 144 45 76
MarioNet64_Color\frame_8829.jpg  1  6 150 42 74
MarioNet64_Color\frame_8830.jpg  1  6 150 42 74
MarioNet64_Color\frame_8831.jpg  1  6 148 37 76
MarioNet64_Color\frame_8832.jpg  1  6 148 37 76
MarioNet64_Color\frame_8833.jpg  1  6 151 27 75
MarioNet64_Color\frame_8834.jpg  1  7 151 26 73
MarioNet64_Color\frame_8835.jpg  1  1 166 19 53
MarioNet64_Color\frame_8836.jpg  1  6 167 14 51
MarioNet64_Color\frame_9101.jpg  1  304 126 10 12
MarioNet64_Color\frame_9102.jpg  1  304 126 10 12
MarioNet64_Color\frame_9103.jpg  1  301 120 12 25
MarioNet64_Color\frame_9104.jpg  1  299 119 15 26
MarioNet64_Color\frame_9105.jpg  1  293 119 13 28
MarioNet64_Color\frame_9106.jpg  1  293 119 13 28
MarioNet64_Color\frame_9107.jpg  1  286 119 20 27
MarioNet64_Color\frame_9108.jpg  1  286 119 20 27
MarioNet64_Color\frame_9109.jpg  1  278 119 28 27
MarioNet64_Color\frame_9110.jpg  1  278 119 28 27
MarioNet64_Color\frame_9111.jpg  1  276 121 29 27
MarioNet64_Color\frame_9112.jpg  1  276 121 29 27
MarioNet64_Color\frame_9113.jpg  1  276 127 30 26
MarioNet64_Color\frame_9114.jpg  1  276 127 30 26
